收费门架信息,,,,
序号,收费门架编号,门架名称,纬度,经度
1298,G003537004001220120,郓城虚-郓城收费门架,35.413000,115.835000
1299,G011137001000110010,无棣埕口-无棣埕口虚收费门架,38.149495,117.794893
1300,G011137001000220020,无棣埕口虚-无棣埕口收费门架,38.149495,117.794893
1301,G011137001000310030,滨港-滨港虚收费门架,38.044695,117.818898
1302,G011137001000420040,滨港虚-滨港收费门架,38.024090,117.490769
1303,G011137001000510050,无棣西小王-无棣西小王虚收费门架,37.886670,117.916012
1304,G011137001000620060,无棣西小王虚-无棣西小王收费门架,37.886670,117.916012
1305,G011137001000710070,沾化北-沾化北虚收费门架,37.812811,117.985881
1306,G011137001000820080,沾化北虚-沾化北收费门架,37.812811,117.985881
1307,G011137001000910090,无棣埕口虚-滨港虚收费门架,38.056777,117.812925
1308,G011137001001020100,滨港虚-无棣埕口虚收费门架,38.055238,117.814229
1309,G011137001001110110,滨港虚-无棣西小王虚收费门架,37.897368,117.903006
1310,G011137001001220120,无棣西小王虚-滨港虚收费门架,37.896303,117.904932
1311,G011137001001310130,无棣西小王虚-沾化北虚收费门架,37.822998,117.982878
1312,G011137001001420140,沾化北虚-无棣西小王虚收费门架,37.821466,117.983728
1313,G011137001001510150,沾化北虚-沾化枢纽收费门架,37.798058,117.987412
1314,G011137001001620160,沾化枢纽-沾化北虚收费门架,37.796269,117.987686
1315,G032137002000110010,德商鲁冀-支线立交门架,37.35109307085152,116.03480779143453
1316,G032137002000110020,德商鲁冀-支线立交门架,37.3464633413527,116.03381915542485
1317,G032137002000220030,支线立交-德商鲁冀门架,37.338048,116.033113
1318,G032137002000220040,支线立交-德商鲁冀门架,37.343259,116.033387
1319,G032137002000410060,四女寺-武城北门架,37.35464082,116.20444045
1320,G032137002000510070,武城北-支线立交门架,37.34259894,116.06809701
1321,G032137002000620080,支线立交-武城北门架,37.34232592,116.06712706
1322,G032137002000720090,武城北-四女寺门架,37.35479942,116.20346222
1323,G032137002000910110,支线立交-武城西门架,37.218536,116.011645
1324,G032137002001010120,武城西-青银立交门架,37.177306,116.016084
1325,G032137002001320130,青银立交-武城西门架,37.176362,116.016043
1326,G032137002001420140,武城西-支线立交门架,37.216940,116.012047
1327,G032137002001510010,武城西-武城西虚收费门架,37.216504,116.005966
1328,G032137002001520010,武城西虚-武城西收费门架,37.216504,116.005966
1329,G032137002001610010,武城北-武城北虚收费门架,37.341800,116.062000
1330,G032137002001620010,武城北虚-武城北收费门架,37.341800,116.062000
1331,G032137002001710010,武城东-武城东虚收费门架,37.344570,116.232843
1332,G032137002001720010,武城东虚-武城东收费门架,37.344570,116.232843
1333,G032137002001810010,四女寺-四女寺虚收费门架,37.353983,116.198589
1334,G032137002001820010,四女寺虚-四女寺收费门架,37.353983,116.198589
1335,G032137002001910010,武城东虚-谢张庄立交收费门架,0.000000,0.000000
1336,G032137002001920020,谢张庄立交-武城东虚收费门架,0.000000,0.000000
1337,G032137002002010010,谢张庄立交-四女寺虚收费门架,37.344570,116.232843
1338,G032137002002020020,四女寺虚-谢张庄立交收费门架,37.344638,116.232232
1339,G032137003000110010,德商青银立交-夏津西门架,36.9822435,115.94194018
1340,G032137003000210020,夏津西-德商高邢立交门架,36.96074251814865,115.93630648739415
1341,G032137003000310030,德商高邢立交-临清东门架,36.81361406,115.90122417
1342,G032137003000410040,临清东-聊城北门架,36.65260611,115.8699576
1343,G032137003000510050,聊城北-德商济馆立交门架,36.62736014,115.85208404
1344,G032137003000620060,德商济馆立交-聊城北门架,36.62661865,115.85145794
1345,G032137003000720070,聊城北-临清东门架,36.652063,115.869906
1346,G032137003000820080,临清东-德商高邢立交门架,36.81291347,115.90128039
1347,G032137003000920090,德商高邢立交-夏津西门架,36.96004511343703,115.93611417297505
1348,G032137003001020100,夏津西-德商青银立交门架,36.98047617,115.9415858
1349,G032137003001110010,聊城北-聊城北虚收费门架,36.651986,115.864354
1350,G032137003001120010,聊城北虚-聊城北收费门架,36.651986,115.864354
1351,G032137003001210010,临清东-临清东虚收费门架,36.812768,115.895760
1352,G032137003001220010,临清东虚-临清东收费门架,36.812768,115.895760
1353,G032137003001310010,夏津西-夏津西虚收费门架,36.960427,115.930656
1354,G032137003001320010,夏津西虚-夏津西收费门架,36.960427,115.930656
1355,G032137004000210020,德商济馆立交-聊城南门架,36.409771,115.874887
1356,G032137004000310030,聊城南-田庄枢纽门架,36.382408,115.867083
1357,G032137004000410040,田庄枢纽-莘县北门架,36.281060,115.760669
1358,G032137004000510050,莘县北-莘县门架,36.255706,115.749064
1359,G032137004000610060,莘县-十八里铺立交门架,36.178013,115.683462
1360,G032137004000710070,十八里铺立交-莘县南门架,36.0970801,115.64703967
1361,G032137004000810080,莘县南-莘县古城门架,35.947274,115.604862
1362,G032137004000910090,莘县古城-德商鲁豫北界门架,35.932887,115.607554
1363,G032137004000910190,莘县古城-德商鲁豫北界门架,35.926372,115.607694
1364,G032137004001020100,德商鲁豫北界-莘县古城门架,35.925823,115.607794
1365,G032137004001020200,德商鲁豫北界-莘县古城门架,35.918927,115.606688
1366,G032137004001120110,莘县古城-莘县南门架,35.946685,115.605132
1367,G032137004001220120,莘县南-十八里铺立交门架,36.09653826,115.64719228
1368,G032137004001320130,十八里铺立交-莘县门架,36.177456,115.683166
1369,G032137004001420140,莘县-莘县北门架,36.255089,115.748932
1370,G032137004001520150,莘县北-田庄枢纽门架,36.280501,115.760446
1371,G032137004001620160,田庄枢纽-聊城南门架,36.381757,115.866602
1372,G032137004001720170,聊城南-德商济馆立交门架,36.409019,115.875063
1373,G032137004001910010,聊城南-聊城南虚收费门架,36.409131,115.869301
1374,G032137004001920010,聊城南虚-聊城南收费门架,36.409131,115.869301
1375,G032137004002010010,莘县北-莘县北虚收费门架,36.255557,115.743146
1376,G032137004002020010,莘县北虚-莘县北收费门架,36.255557,115.743146
1377,G032137004002110010,莘县-莘县虚收费门架,36.178043,115.677645
1378,G032137004002120010,莘县虚-莘县收费门架,36.178043,115.677645
1379,G032137004002210010,莘县南-莘县南虚收费门架,35.947287,115.599244
1380,G032137004002220010,莘县南虚-莘县南收费门架,35.947287,115.599244
1381,G032137004002310010,莘县古城-莘县古城虚收费门架,35.932822,115.601913
1382,G032137004002320010,莘县古城虚-莘县古城收费门架,35.932822,115.601913
1383,G032137006000120070,菏泽枢纽-菏泽北门架,35.354764,115.643527
1384,G032137006000220060,菏泽北-鄄城南门架,35.386232,115.636684
1385,G032137006000320090,鄄城南-鄄城门架,35.466295,115.628649
1386,G032137006000420100,鄄城-鄄城北门架,35.566429,115.595669
1387,G032137006000520110,鄄城北-德商鲁豫2门架,35.681527,115.553052
1388,G032137006000520120,鄄城北-德商鲁豫2门架,35.685248,115.553353
1389,G032137006000610010,德商鲁豫2-鄄城北门架,35.688999,115.553953
1390,G032137006000610020,德商鲁豫2-鄄城北门架,35.685967,115.553302
1391,G032137006000710030,鄄城北-鄄城门架,35.659435,115.560517
1392,G032137006000810040,鄄城-鄄城南门架,35.473699,115.627121
1393,G032137006000910050,鄄城南-菏泽北门架,35.434078,115.628734
1394,G032137006001010080,菏泽北-菏泽枢纽门架,35.361012,115.641690
1395,G032137006001110010,鄄城北-鄄城北虚收费门架,35.685850,155.547804
1396,G032137006001120010,鄄城北虚-鄄城北收费门架,35.685850,155.547804
1397,G032137006001210010,鄄城-鄄城虚收费门架,35.564282,115.590486
1398,G032137006001220010,鄄城虚-鄄城收费门架,35.564282,115.590486
1399,G032137006001310010,鄄城南-鄄城南虚收费门架,35.424360,115.624515
1400,G032137006001320010,鄄城南虚-鄄城南收费门架,35.424360,115.624515
1401,G032137006001410010,菏泽北-菏泽北虚收费门架,35.381600,115.632935
1402,G032137006001420010,菏泽北虚-菏泽北收费门架,35.381600,115.632935
1403,G032137007000110010,孙家集立交-王律庄虚收费门架,37.308000,116.395000
1404,G032137007000220020,王律庄虚-孙家集立交收费门架,37.308000,116.394000
1405,G032137007000310030,王律庄虚-谢张庄立交收费门架,37.322000,116.270000
1406,G032137007000420040,谢张庄立交-王律庄虚收费门架,37.322000,116.269000
1407,G032137007000510050,王律庄-王律庄虚收费门架,37.312000,116.380000
1408,G032137007000620060,王律庄虚-王律庄收费门架,37.312000,116.380000
1409,G032137009000110010,王官屯枢纽-巨野西门架,35.402215,116.011776
1410,G032137009000410020,巨野西-章缝门架,35.252194961669474,116.02929392187254
1411,G032137009000510030,章缝-大田集门架,35.218577813746975,116.027977074235
1412,G032137009000610040,大田集-成武枢纽门架,35.043300,116.005692
1413,G032137009000710050,成武枢纽-成武东门架,34.99350649009281,115.99085099412295
1414,G032137009000810060,成武东-单县北门架,34.859940,116.025823
1415,G032137009000910070,单县北-单县南门架,34.825221425452185,116.02847766174601
1416,G032137009001010080,单县南-龙王庙门架,34.7244049943518,116.0657121377123
1417,G032137009001110090,龙王庙-巨单鲁皖门架,34.66984181116122,116.22452160984238
1418,G032137009001110100,龙王庙-巨单鲁皖门架,34.668705032744654,116.22973713904658
1419,G032137009001220110,巨单鲁皖-龙王庙门架,34.66696030956733,116.2362098207166
1420,G032137009001220120,巨单鲁皖龙王庙门架,34.66852568043396,116.23065186720731
1421,G032137009001320130,龙王庙-单县南门架,34.72386709177931,116.0662936404303
1422,G032137009001420140,单县南-单县北门架,34.82446204723466,116.02852511538323
1423,G032137009001520150,单县北-成武东门架,34.859489385648345,116.0262329844962
1424,G032137009001620160,成武东-成武枢纽门架,34.99300700446017,115.99088438400003
1425,G032137009001720170,成武枢纽-大田集门架,35.042749,116.005614
1426,G032137009001820180,大田集-章缝门架,35.21798135211739,116.02798243676118
1427,G032137009001920190,章缝-巨野西门架,35.25161933734023,116.02936862149186
1428,G032137009002220200,巨野西-王官屯枢纽门架,35.401774,116.012005
1429,G032137009002310010,巨野西-巨野西虚收费门架,35.252417,116.023550
1430,G032137009002320010,巨野西虚-巨野西收费门架,35.252417,116.023550
1431,G032137009002410010,章缝-章缝虚收费门架,35.218918,116.022278
1432,G032137009002420010,章缝虚-章缝收费门架,35.218918,116.022278
1433,G032137009002510010,大田集-大田集虚收费门架,35.218498,116.022405
1434,G032137009002520010,大田集虚-大田集收费门架,35.218498,116.022405
1435,G032137009002610010,成武东-成武东虚收费门架,34.860597,116.020400
1436,G032137009002620010,成武东虚-成武东收费门架,34.860597,116.020400
1437,G032137009002710010,单县北-单县北虚收费门架,34.825715,116.026921
1438,G032137009002720010,单县北虚-单县北收费门架,34.825715,116.026921
1439,G032137009002810010,单县南-单县南虚收费门架,34.722505,116.060190
1440,G032137009002820010,单县南虚-单县南收费门架,34.722505,116.060190
1441,G032137009002910010,龙王庙-龙王庙虚收费门架,34.724934,116.060568
1442,G032137009002920010,龙王庙虚-龙王庙收费门架,34.724934,116.060568
1443,G151137001000110010,日照-圈村枢纽门架,35.411793,119.424059
1444,G151137001000210020,圈村枢纽-陈疃枢纽门架,35.41954905873406,119.39004519741269
1445,G151137001000310030,陈疃枢纽-西湖门架,35.494327,119.245246
1446,G151137001000410040,西湖-龙山门架,35.489093,119.222855
1447,G151137001000510050,龙山-莒县东门架,35.48979253,118.99824197
1448,G151137001000610060,莒县东-莒县门架,35.453213,118.813505
1449,G151137001000710070,莒县-长深日东枢纽门架,35.441257,118.714638
1450,G151137001001020010,长深日东枢纽-莒县门架,35.441101,118.713758
1451,G151137001001120110,莒县-莒县东门架,35.452985,118.811803
1452,G151137001001220120,莒县东-龙山门架,35.48989828,118.99702644
1453,G151137001001320130,龙山-西湖门架,35.488709,119.220579
1454,G151137001001420140,西湖-陈疃枢纽门架,35.494011,119.243892
1455,G151137001001520150,陈疃枢纽-圈村枢纽门架,35.420119,119.389290
1456,G151137001001620160,圈村枢纽-日照门架,35.411736,119.422402
1457,G151137001001710010,日照-日照虚收费门架,35.411878,119.418181
1458,G151137001001720010,日照虚-日照收费门架,35.411878,119.418181
1459,G151137001001810010,西湖-西湖虚收费门架,35.494111,119.238173
1460,G151137001001820010,西湖虚-西湖收费门架,35.494111,119.238173
1461,G151137001001910010,莒县东-莒县东虚收费门架,35.490058,118.991425
1462,G151137001001920010,莒县东虚-莒县东收费门架,35.490058,118.991425
1463,G151137001002010010,莒县-莒县虚收费门架,35.441563,118.709171
1464,G151137001002020010,莒县虚-莒县收费门架,35.441563,118.709171
1465,G151137001002110010,龙山-龙山虚收费门架,35.488791,119.214875
1466,G151137001002120010,龙山虚-龙山收费门架,35.488791,119.214875
1467,G151137002000110010,长深日东枢纽-沂南门架,35.40028064,118.52484533
1468,G151137002000210020,沂南-高里门架,35.39420984,118.49270352
1469,G151137002000310030,高里-竹园枢纽门架,35.380160,118.382549
1470,G151137002000410040,竹园枢纽-费县门架,35.37473848,117.98067552
1471,G151137002000610060,平邑东-平邑门架,35.438570,117.743317
1472,G151137002000920090,平邑-平邑东门架,35.438751,117.742410
1473,G151137002001120110,费县-竹园枢纽门架,35.37470408,117.97972033
1474,G151137002001220120,竹园枢纽-高里门架,35.379663,118.381707
1475,G151137002001320130,高里-沂南门架,35.39397013,118.49161091
1476,G151137002001420140,沂南-长深日东枢纽门架,35.40016719,118.52378405
1477,G151137002001510070,平邑-泉林门架,35.453336930491005,117.61395824866003
1478,G151137002001620080,泉林-平邑门架,35.45321803751081,117.61389858005727
1479,G151137002001710010,沂南-沂南虚收费门架,35.394405,118.486563
1480,G151137002001720010,沂南虚-沂南收费门架,35.394405,118.486563
1481,G151137002001810010,费县-费县虚收费门架,35.374992,117.974323
1482,G151137002001820010,费县虚-费县收费门架,35.374992,117.974323
1483,G151137002001910010,平邑东-平邑东虚收费门架,35.380433,117.924408
1484,G151137002001920010,平邑东虚-平邑东收费门架,35.380433,117.924408
1485,G151137002002010010,平邑-平邑虚收费门架,35.438897,117.736683
1486,G151137002002020010,平邑虚-平邑收费门架,35.438897,117.736683
1487,G151137002002110010,高里-高里虚收费门架,35.394171,118.486446
1488,G151137002002120010,高里虚-高里收费门架,35.394171,118.486446
1489,G151137002002210010,费县虚-平邑枢纽收费门架,35.380302,117.925148
1490,G151137002002220020,平邑枢纽-费县虚收费门架,35.380413,117.924411
1491,G151137002002310010,平邑枢纽-平邑东虚收费门架,35.431161,117.767343
1492,G151137002002320020,平邑东虚-平邑枢纽收费门架,35.430982,117.766853
1493,G151137003000210020,泉林-泗水门架,35.501288164967974,117.37332139273342
1494,G151137003000310030,泗水-曲阜东门架,35.54916141,117.22011718
1495,G151137003000410040,曲阜东-息陬枢纽门架,35.541169,117.077884
1496,G151137003000510050,息陬枢纽-曲阜南门架,35.53825493,117.01176881
1497,G151137003000610060,曲阜南-兖州门架,35.5316467,116.96570183
1498,G151137003000710070,兖州-济宁门架,35.51665106,116.78177452
1499,G151137003000810080,济宁-济宁北门架,35.53196957,116.64059804
1500,G151137003000910090,济宁北-东济日兰立交门架,35.52988105,116.50049876
1501,G151137003001010100,东济日兰立交-济宁西门架,35.520088,116.452713
1502,G151137003001110110,济宁西-嘉祥门架,35.48538223,116.37163178
1503,G151137003001210120,嘉祥-王官屯枢纽门架,35.483144,116.330317
1504,G151137003001320130,王官屯枢纽-嘉祥门架,35.483003,116.329875
1505,G151137003001420140,嘉祥-济宁西门架,35.48511954,116.37084874
1506,G151137003001520150,济宁西-东济日兰立交门架,35.519664,116.452239
1507,G151137003001620160,东济日兰立交-济宁北门架,35.5295373,116.49942926
1508,G151137003001720170,济宁北-济宁门架,35.5319276,116.63975211
1509,G151137003001820180,济宁-兖州门架,35.51655357,116.78111877
1510,G151137003001920190,兖州-曲阜南门架,35.5314957,116.96476092
1511,G151137003002020200,曲阜南-息陬枢纽门架,35.538023,117.011142
1512,G151137003002120210,息陬枢纽-曲阜东门架,35.540959,117.077052
1513,G151137003002220220,曲阜东-泗水门架,35.54903804,117.21938062
1514,G151137003002320230,泗水-泉林门架,35.501678590431,117.37234721442739
1515,G151137003002510010,泉林-泉林虚收费门架,35.445953,117.687208
1516,G151137003002520010,泉林虚-泉林收费门架,35.445953,117.687208
1517,G151137003002610010,泗水-泗水虚收费门架,35.549254,117.214162
1518,G151137003002620010,泗水虚-泗水收费门架,35.549254,117.214162
1519,G151137003002710010,曲阜南-曲阜南虚收费门架,35.538353,117.005449
1520,G151137003002720010,曲阜南虚-曲阜南收费门架,35.538353,117.005449
1521,G151137003002810010,兖州-兖州虚收费门架,35.531971,116.959090
1522,G151137003002820010,兖州虚-兖州收费门架,35.531971,116.959090
1523,G151137003002910010,济宁-济宁虚收费门架,35.516954,116.775516
1524,G151137003002920010,济宁虚-济宁收费门架,35.516954,116.775516
1525,G151137003003010010,济宁北-济宁北虚收费门架,35.532447,116.634550
1526,G151137003003020010,济宁北虚-济宁北收费门架,35.532447,116.634550
1527,G151137003003110010,济宁西-济宁西虚收费门架,35.519862,116.446442
1528,G151137003003120010,济宁西虚-济宁西收费门架,35.519862,116.446442
1529,G151137003003210010,嘉祥-嘉祥虚收费门架,35.483332,116.324750
1530,G151137003003220010,嘉祥虚-嘉祥收费门架,35.483332,116.324750
1531,G151137003003310010,曲阜东-曲阜东虚收费门架,35.549297,117.213592
1532,G151137003003320010,曲阜东虚-曲阜东收费门架,35.549297,117.213592
1533,G151137004000110010,曹州枢纽-菏泽新区门架,35.245195,115.601951
1534,G151137004000210020,菏泽新区-菏泽南门架,35.209888,115.582842
1535,G151137004000310030,菏泽南-牡丹门架,35.143901,115.500083
1536,G151137004000410040,牡丹-菏泽南枢纽门架,35.127807,115.401456
1537,G151137004000510060,曹县西-日兰鲁豫门架,35.013605,115.134930
1538,G151137004000510070,曹县西-日兰鲁豫门架,35.011306,115.130196
1539,G151137004000620080,日兰鲁豫-曹县西门架,35.005738,115.120119
1540,G151137004000620090,日兰鲁豫-曹县西门架,35.010833,115.129514
1541,G151137004000720100,曹县西-菏泽南枢纽门架,35.05998237,115.26673366
1542,G151137004000820120,牡丹-菏泽南门架,35.134719,115.473038
1543,G151137004000920130,菏泽南-菏泽新区门架,35.196717,115.570290
1544,G151137004001020140,菏泽新区-曹州枢纽门架,35.242022,115.601228
1545,G151137004001110050,菏泽南枢纽-曹县西门架,35.06233336,115.27042385
1546,G151137004001220110,菏泽南枢纽-牡丹门架,35.12432287908136,115.38757086654597
1547,G151137004001310010,曹县西-曹县西虚收费门架,35.003854,115.110247
1548,G151137004001320010,曹县西虚-曹县西收费门架,35.003854,115.110247
1549,G151137004001410010,牡丹-牡丹虚收费门架,35.128265,115.395459
1550,G151137004001420010,牡丹虚-牡丹收费门架,35.128265,115.395459
1551,G151137004001510010,菏泽南-菏泽南虚收费门架,35.144352,115.494068
1552,G151137004001520010,菏泽南虚-菏泽南收费门架,35.144352,115.494068
1553,G151137004001610010,菏泽新区-菏泽新区虚收费门架,35.210583,115.577299
1554,G151137004001620010,菏泽新区虚-菏泽新区收费门架,35.210583,115.577299
1555,G181337001000110010,乳山东-乳山门架,36.89418223,121.56224787
1556,G181337001000210020,乳山-乳山西门架,36.86574833,121.49110937
1557,G181337001000310030,乳山西-留格庄门架,36.83596713,121.41993036
1558,G181337001000420040,留格庄-乳山西门架,36.83528563,121.41964856
1559,G181337001000520050,乳山西-乳山门架,36.86526757,121.49015213
1560,G181337001000620060,乳山-乳山东门架,36.89346647,121.56168458
1561,G181337001000710010,乳山西-乳山西虚收费门架,36.864933,121.485774
1562,G181337001000720010,乳山西虚-乳山西收费门架,36.864933,121.485774
1563,G181337001000810010,乳山-乳山虚收费门架,36.893599,121.557480
1564,G181337001000820010,乳山虚-乳山收费门架,36.893599,121.557480
1565,G181337002000210020,留格庄-烟海威青枢纽门架,36.77527742838305,121.31296038661742
1566,G181337002000310030,烟海威青枢纽-海阳门架,36.7663175,121.22769207
1567,G181337002000410040,海阳-海阳西门架,36.73399286,121.13789484
1568,G181337002000510050,海阳西-辛安门架,36.678228,121.014487
1569,G181337002000610060,辛安-行村门架,36.66821741,120.93480739
1570,G181337002000710070,行村-羊郡门架,36.66409596346057,120.84731666332134
1571,G181337002000810080,羊郡-穴坊门架,36.6469584,120.80689723
1572,G181337002000910090,穴坊-店集门架,36.61793045,120.72219945
1573,G181337002001020100,店集-穴坊门架,36.61764698,120.72179477
1574,G181337002001120110,穴坊-羊郡门架,36.64661464,120.80609988
1575,G181337002001220120,羊郡-行村门架,36.663696637715915,120.84665576695458
1576,G181337002001320130,行村-辛安门架,36.66817797,120.9340155
1577,G181337002001420140,辛安-海阳西门架,36.677732,121.013439
1578,G181337002001520150,海阳西-海阳门架,36.73367034,121.13739076
1579,G181337002001620160,海阳-烟海威青枢纽门架,36.76601,121.22709681
1580,G181337002001720170,烟海威青枢纽-留格庄门架,36.77499125781824,121.31174695519357
1581,G181337002001910010,穴坊-穴坊虚收费门架,36.617827,120.717645
1582,G181337002001920010,穴坊虚-穴坊收费门架,36.617827,120.717645
1583,G181337002002010010,羊郡-羊郡虚收费门架,36.646775,120.802248
1584,G181337002002020010,羊郡虚-羊郡收费门架,36.646775,120.802248
1585,G181337002002110010,行村-行村虚收费门架,36.664075,120.842725
1586,G181337002002120010,行村虚-行村收费门架,36.664075,120.842725
1587,G181337002002210010,辛安-辛安虚收费门架,36.668042,120.930953
1588,G181337002002220010,辛安虚-辛安收费门架,36.668042,120.930953
1589,G181337002002310010,海阳西-海阳西虚收费门架,36.677920,121.009737
1590,G181337002002320010,海阳西虚-海阳西收费门架,36.677920,121.009737
1591,G181337002002410010,海阳-海阳虚收费门架,36.733475,121.132700
1592,G181337002002420010,海阳虚-海阳收费门架,36.733475,121.132700
1593,G181337002002510010,留格庄-留格庄虚收费门架,36.774760,121.308010
1594,G181337002002520010,留格庄虚-留格庄收费门架,36.774760,121.308010
1595,G181337003000210020,店集-青龙威青立交门架,36.58054014,120.6618894
1596,G181337003000310030,青龙威青立交-威青华山门架,36.5068266,120.54779506
1597,G181337003000410040,威青华山-灵山门架,36.503540,120.506907
1598,G181337003000510050,灵山-长直门架,36.49479756,120.46030579
1599,G181337003000610060,长直-普东南枢纽门架,36.46095399,120.3915864
1600,G181337003000710070,普东南枢纽-王演庄枢纽门架,36.421835,120.319222
1601,G181337003000820080,王演庄枢纽-普东南枢纽门架,36.421629,120.318154
1602,G181337003000920090,普东南枢纽-长直门架,36.46023127,120.39101357
1603,G181337003001020100,长直-灵山门架,36.49461552,120.4597328
1604,G181337003001120110,灵山-威青华山门架,36.503008,120.505200
1605,G181337003001220120,威青华山-青龙威青立交门架,36.5065648,120.5468861
1606,G181337003001320130,青龙威青立交-店集门架,36.579982,120.661131
1607,G181337003001510010,长直-长直虚收费门架,36.460510,120.386275
1608,G181337003001520010,长直虚-长直收费门架,36.460510,120.386275
1609,G181337003001610010,灵山-灵山虚收费门架,36.494478,120.455281
1610,G181337003001620010,灵山虚-灵山收费门架,36.494478,120.455281
1611,G181337003001710010,威青华山-威青华山虚收费门架,36.503303,120.501825
1612,G181337003001720010,威青华山虚-威青华山收费门架,36.503303,120.501825
1613,G181337003001810010,店集-店集虚收费门架,36.617595,120.717393
1614,G181337003001820010,店集虚-店集收费门架,36.617595,120.717393
1615,G181537001000120250,潍城西-于河枢纽门架,36.737205,118.960945
1616,G181537001000210020,潍城西-潍坊南门架,36.625299,118.955177
1617,G181537001000410040,昌乐南-安丘南门架,36.471511,119.127915
1618,G181537001000510050,安丘南-安丘官庄门架,36.338203,119.175327
1619,G181537001000610060,安丘官庄-诸城石桥子门架,36.249037,119.194532
1620,G181537001000710070,诸城石桥子-诸城枢纽门架,36.144433,119.240909
1621,G181537001000810120,诸城枢纽-诸城龙都门架,35.938811,119.267498
1622,G181537001000910080,诸城龙都-五莲北门架,35.826292,119.280361
1623,G181537001001110090,五莲北-五莲门架,35.780949,119.279500
1624,G181537001001210100,五莲-街头门架,35.609906,119.285812
1625,G181537001001310110,街头-陈疃北门架,35.576220,119.289988
1626,G181537001001410130,陈疃北-陈疃枢纽门架,35.503430,119.295512
1627,G181537001001520140,陈疃枢纽-陈疃北门架,35.501924,119.296346
1628,G181537001001620160,陈疃北-街头门架,35.575993,119.290220
1629,G181537001001720170,街头-五莲门架,35.609426,119.286174
1630,G181537001001820180,五莲-五莲北门架,35.763359,119.283440
1631,G181537001001920190,五莲北-诸城龙都门架,35.825625,119.280744
1632,G181537001002120200,诸城龙都-诸城枢纽门架,35.938547,119.267927
1633,G181537001002220150,诸城枢纽-诸城石桥子门架,36.143123,119.241901
1634,G181537001002320210,诸城石桥子-安丘官庄门架,36.248755,119.194890
1635,G181537001002420220,安丘官庄-安丘南门架,36.337553,119.175902
1636,G181537001002520230,安丘南-昌乐南门架,36.471038,119.128616
1637,G181537001002720260,潍坊南-潍城西门架,36.624510,118.955566
1638,G181537001002910010,潍城西-潍城西虚收费门架,36.741907,118.956205
1639,G181537001002920010,潍城西虚-潍城西收费门架,36.741907,118.956205
1640,G181537001003010010,潍坊南-潍坊南虚收费门架,36.594391,118.979287
1641,G181537001003020010,潍坊南虚-潍坊南收费门架,36.594391,118.979287
1642,G181537001003110010,昌乐南-昌乐南虚收费门架,36.474614,119.117167
1643,G181537001003120010,昌乐南虚-昌乐南收费门架,36.474614,119.117167
1644,G181537001003210010,安丘南-安丘南虚收费门架,36.337725,119.169783
1645,G181537001003220010,安丘南虚-安丘南收费门架,36.337725,119.169783
1646,G181537001003310010,安丘官庄-安丘官庄虚收费门架,36.246796,119.190287
1647,G181537001003320010,安丘官庄虚-安丘官庄收费门架,36.246796,119.190287
1648,G181537001003410010,诸城石桥子-诸城石桥子虚收费门架,36.248572,119.189251
1649,G181537001003420010,诸城石桥子虚-诸城石桥子收费门架,36.248572,119.189251
1650,G181537001003510010,诸城龙都-诸城龙都虚收费门架,35.927466,119.268800
1651,G181537001003520010,诸城龙都虚-诸城龙都收费门架,35.927466,119.268800
1652,G181537001003610010,五莲北-五莲北虚收费门架,35.825434,119.275206
1653,G181537001003620010,五莲北虚-五莲北收费门架,35.825434,119.275206
1654,G181537001003710010,五莲-五莲虚收费门架,35.779399,119.274320
1655,G181537001003720010,五莲虚-五莲收费门架,35.779399,119.274320
1656,G181537001003810010,街头-街头虚收费门架,35.596920,119.282986
1657,G181537001003820010,街头虚-街头收费门架,35.596920,119.282986
1658,G181537001003910010,陈疃北-陈疃北虚收费门架,35.596796,119.283184
1659,G181537001003920010,陈疃北虚-陈疃北收费门架,35.596796,119.283184
1660,G181537001004010010,潍坊南虚-营丘枢纽收费门架,36.576122,118.999741
1661,G181537001004020020,营丘枢纽-潍坊南虚收费门架,36.576111,118.999722
1662,G181537001004110010,营丘枢纽-昌乐南虚收费门架,36.549431,119.066124
1663,G181537001004220020,昌乐南虚-营丘枢纽收费门架,36.549444,119.066111
1664,G201137001000110010,青岛东-李村门架,36.137345,120.453758
1665,G201137001000210020,李村-夏庄门架,36.16845897,120.44236057
1666,G201137001000310030,夏庄-流亭门架,36.252301,120.429099
1667,G201137001000410040,夏庄-城阳南门架,36.27329753824655,120.43239054869137
1668,G201137001000510050,城阳南-城阳北门架,36.3030768,120.43011702
1669,G201137001000610060,城阳北-即墨西门架,36.331608,120.421494
1670,G201137001000720070,即墨西-城阳北门架,36.331876,120.421332
1671,G201137001000820080,城阳北-城阳南门架,36.30376707,120.42977562
1672,G201137001000920090,城阳南-夏庄门架,36.27605249662167,120.43160808718757
1673,G201137001001020100,流亭-夏庄门架,36.252807,120.428072
1674,G201137001001120110,夏庄-李村门架,36.17048232,120.44165552
1675,G201137001001220120,李村-青岛东门架,36.138032,120.453284
1676,G201137001001310010,李村-李村虚收费门架,36.160998,120.447379
1677,G201137001001320010,李村虚-李村收费门架,36.160491,120.446585
1678,G201137001001410010,夏庄-夏庄虚收费门架,36.249967,120.431747
1679,G201137001001420010,夏庄虚-夏庄收费门架,36.249365,120.432191
1680,G201137001001510010,城阳南-城阳南虚收费门架,36.290959,120.434342
